danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244
0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186
0.557,0.843,0,-4.338,1,0.131,0.00366,1.83e-06,0.218,0.547,138.339
0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085
0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276
0.43,0.963,3,-5.308,0,0.115,0.00111,2.28e-06,0.882,0.365,120.982
0.5,0.946,5,-5.428,1,0.072,0.0221,4.21e-05,0.068,0.45,94.544
0.555,0.973,9,-3.804,1,0.035,0.048,0.0,0.0853,0.805,118.642
0.489,0.578,10,-9.766,1,0.0418,0.234,0.0,0.123,0.511,78.111
0.847,0.701,6,-5.101,1,0.105,0.128,0.0,0.0647,0.965,140.095
0.705,0.842,3,-6.093,0,0.0483,0.0605,0.0,0.141,0.62,130.015
0.706,0.834,1,-5.381,0,0.0645,0.192,0.0,0.0672,0.655,115.049
0.745,0.793,9,-4.627,0,0.0767,0.123,0.0,0.1,0.851,97.009
0.758,0.869,6,-2.947,0,0.0347,0.054,0.0,0.0954,0.371,95.011
0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016
0.712,0.463,1,-9.33,0,0.143,0.152,0.0,0.642,0.593,80.029
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959
0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012
0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028
0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066
0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023
0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871
0.526,0.728,7,-4.517,1,0.0292,0.0323,0.745,0.218,0.57,102.599
0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
0.7,0.82,9,-3.103,1,0.367,0.0631,1.69e-06,0.133,0.725,130.028
0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078
0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096
0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034
0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526
0.834,0.699,5,-3.222,1,0.178,0.111,0.0,0.131,0.809,94.086
0.689,0.836,0,-6.058,1,0.0559,0.187,0.0,0.162,0.749,127.411
0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009
0.571,0.87,8,-3.877,0,0.0644,0.0198,6.57e-06,0.0564,0.811,172.716
0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898
0.648,0.671,2,-8.49,1,0.104,0.0348,0.0,0.376,0.533,122.891
0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019
0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605
0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991
0.864,0.474,0,-8.41,0,0.0367,0.0259,0.0487,0.0906,0.602,111.952
0.423,0.862,0,-5.13,0,0.0695,0.00806,0.0,0.133,0.462,154.756
0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051
0.618,0.61,4,-6.413,1,0.0517,0.0129,0.0,0.0821,0.595,125.887
0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014
0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021
0.6,0.877,5,-4.351,1,0.165,0.00213,0.0,0.413,0.55,133.998
0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009
0.627,0.589,0,-9.056,1,0.0405,0.497,7.05e-05,0.324,0.247,115.284
0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278
0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943
0.54,0.675,10,-6.449,0,0.0429,0.1,0.0,0.237,0.348,99.97
0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023
0.885,0.94,1,-5.908,1,0.0913,0.161,0.0,0.0675,0.773,110.005
0.611,0.867,1,-5.298,1,0.0896,0.11,0.000105,0.346,0.336,140.032
0.856,0.757,1,-5.782,0,0.145,0.029,0.0,0.105,0.191,124.069
0.837,0.84,7,-4.293,1,0.239,0.0621,0.0,0.329,0.691,135.009
0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925
0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967
0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974
0.663,0.861,7,-3.398,0,0.109,0.0336,0.0,0.082,0.654,119.964
0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679
0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631
0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699
0.665,0.782,6,-8.438,0,0.0307,0.12,4.19e-06,0.125,0.731,137.453
0.401,0.189,0,-11.189,1,0.0287,0.871,0.0,0.0968,0.357,94.509
0.378,0.677,2,-8.63,1,0.0298,0.0635,0.0,0.183,0.648,106.071
0.605,0.314,0,-7.631,1,0.0327,0.916,0.0,0.359,0.836,138.148
0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696
0.679,0.592,9,-5.963,1,0.0402,0.0964,0.0138,0.16,0.55,113.265
0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93
0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522
0.703,0.215,2,-23.03,1,0.0892,0.728,1.23e-06,0.13,0.522,100.874
0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239
0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726
0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931
0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.021
0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976
0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997
0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969
0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146
0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958
0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998
0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873
0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09
0.612,0.841,10,-4.332,0,0.219,0.0157,0.0,0.23,0.644,169.915
0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997
0.54,0.599,6,-5.465,1,0.0452,0.0257,0.0,0.147,0.243,82.029
0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001
0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994
0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548
0.563,0.902,1,-4.586,0,0.402,0.0545,0.0,0.0524,0.559,171.999
0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084
0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96
0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654
0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846
0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.244,74.897
0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907
0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035
0.738,0.846,1,-4.296,1,0.0729,0.363,0.0,0.17,0.891,144.007
0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011
0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996
0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948
0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126
0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142
0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033
0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99
0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802
0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071
0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028
0.754,0.806,4,-3.177,1,0.0842,0.00338,0.0,0.033,0.851,119.973
0.781,0.526,6,-6.986,0,0.293,0.0633,0.0,0.0457,0.665,94.993
0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013
0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019
0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043
0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945
0.647,0.616,5,-4.948,1,0.0272,0.277,0.0,0.0816,0.79,93.019
0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087
0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971
0.625,0.442,5,-9.069,1,0.225,0.835,0.0098,0.144,0.77,174.954
0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991
0.669,0.9,8,-4.676,1,0.0278,0.00157,0.0,0.077,0.627,122.038
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908
0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908
0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966
0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372
0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06
0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123
0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038
0.606,0.775,5,-4.269,0,0.0671,0.262,0.0,0.1,0.307,164.02
0.689,0.584,1,-5.768,0,0.119,0.339,0.0,0.297,0.676,156.572
0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955
0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989
0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079
0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028
0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119
0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021
0.495,0.722,6,-8.108,0,0.357,0.0697,0.0,0.113,0.539,175.627
0.918,0.58,10,-7.501,1,0.322,0.00108,6.12e-05,0.106,0.611,139.977
0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064
0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274
0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959
0.564,0.722,1,-5.59,0,0.124,0.162,0.0,0.0931,0.276,99.083
0.491,0.867,6,-2.313,0,0.103,0.167,0.0,0.458,0.602,167.965
0.57,0.865,8,-4.518,1,0.0472,0.00205,0.0,0.404,0.691,110.01
0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005
0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765
0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966
0.534,0.613,8,-7.41,0,0.0591,0.234,0.0,0.227,0.528,144.878
0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992
0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014
0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,0.606,156.073
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105
0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966
0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
0.711,0.765,5,-4.85,1,0.263,0.297,0.0,0.282,0.47,98.627
0.611,0.602,5,-4.89,1,0.0437,0.000837,0.0,0.112,0.624,168.154
0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998
0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03
0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075
0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011
0.759,0.774,1,-4.408,1,0.0381,0.0503,4.02e-05,0.056,0.596,121.969
0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912
0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0
0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012
0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95
0.529,0.871,10,-5.831,1,0.155,0.118,0.000164,0.115,0.272,189.837
0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972
0.359,0.779,7,-7.52,1,0.0412,0.0057,0.837,0.379,0.582,86.951
0.75,0.62,7,-8.72,1,0.0257,0.0932,0.0135,0.0612,0.93,103.538
0.757,0.647,2,-10.264,1,0.0299,0.757,3.08e-06,0.0972,0.97,122.771
0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881
0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804
0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015
0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692
0.629,0.79,2,-13.496,1,0.0429,0.0375,0.00034,0.13,0.428,110.295
0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133
0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204
0.738,0.824,5,-5.165,0,0.0437,0.15,0.0,0.132,0.386,138.039
0.459,0.381,0,-10.804,1,0.0313,0.658,4.45e-05,0.0964,0.287,97.848
0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0
0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861
0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97
0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057
0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825
0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051
0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038
0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565
0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034
0.502,0.648,0,-5.698,0,0.0527,0.00513,0.0,0.204,0.291,91.837
0.774,0.861,1,-4.384,1,0.132,0.133,0.0,0.105,0.502,100.005
0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005
0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391
0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066
0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837
0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07
0.753,0.686,1,-5.415,0,0.284,0.0677,0.0,0.193,0.886,132.055
0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008
0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01
0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989
0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964
0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684
0.643,0.904,0,-3.694,1,0.0739,0.0776,0.0,0.189,0.481,103.028
0.766,0.671,0,-6.251,1,0.0531,0.0214,5.31e-05,0.258,0.22,121.003
0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031
0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113
0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05
0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881
0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043
0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935
0.793,0.789,4,-3.962,1,0.0621,0.119,0.0,0.0632,0.607,150.008
0.712,0.649,1,-4.753,1,0.063,0.000652,0.0,0.0683,0.616,127.028
0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999
0.572,0.786,8,-8.469,1,0.0642,0.519,0.00093,0.11,0.952,188.115
0.67,0.584,8,-8.325,1,0.034,0.439,0.00614,0.178,0.944,98.185
0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016
0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012
0.488,0.894,7,-4.15,1,0.299,0.048,0.0,0.0879,0.414,160.036
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818
0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024
0.693,0.729,0,-2.99,1,0.378,0.171,0.0,0.07,0.521,117.848
0.607,0.76,0,-5.229,1,0.0482,0.0745,0.0,0.0595,0.805,88.059
0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014
0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961
0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06
0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072
0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961
0.824,0.684,10,-7.354,0,0.0935,0.00278,1.45e-06,0.0481,0.87,101.152
0.674,0.832,9,-7.892,1,0.0308,0.146,5.06e-06,0.138,0.981,125.996
0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992
0.761,0.619,5,-5.741,0,0.175,0.00959,3.18e-06,0.0896,0.516,129.998
0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033
0.695,0.854,7,-3.891,0,0.0431,0.00614,0.0,0.158,0.804,112.008
0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161
0.693,0.717,9,-6.346,0,0.107,0.14,0.0,0.0464,0.412,99.836
0.582,0.822,0,-4.861,1,0.0365,0.00749,2.09e-06,0.818,0.471,100.025
0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923
0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015
0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295
0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097
0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913
0.691,0.726,5,-7.353,1,0.0543,0.138,0.0,0.11,0.868,98.418
0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936
0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001
0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001
0.614,0.815,7,-5.9,1,0.12,0.0735,1.34e-05,0.563,0.94,161.266
0.68,0.77,7,-6.401,1,0.117,0.222,1.16e-05,0.187,0.445,75.529
0.607,0.943,6,-1.866,0,0.209,0.336,0.0,0.0893,0.278,122.916
0.36,0.847,11,-3.931,1,0.109,0.223,0.00019,0.147,0.501,89.915
0.707,0.59,1,-4.988,1,0.0301,0.0108,0.000529,0.107,0.0866,130.982
0.576,0.872,8,-5.293,1,0.0471,0.00599,0.0,0.188,0.559,115.042
0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.2
0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042
0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07
0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98
0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995
0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956
0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96
0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911
0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999
0.612,0.601,8,-7.089,1,0.164,0.168,0.0,0.117,0.525,147.018
0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891
0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993
0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127
0.704,0.777,2,-5.729,1,0.195,0.0358,0.0,0.151,0.392,111.921
0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052
0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033
0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884
0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021
0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277
0.536,0.879,1,-3.019,1,0.0621,0.0742,0.0,0.0847,0.334,140.137
0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079
0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984
0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971
0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015
0.689,0.505,0,-6.389,1,0.0933,0.158,0.0,0.138,0.312,99.017
0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92.287
0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014
0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899
0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043
0.9,0.4,0,-8.443,1,0.124,0.0501,0.0,0.0876,0.338,136.001
0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057
0.773,0.721,3,-12.574,1,0.0294,0.232,1.61e-05,0.0349,0.971,110.383
0.49,0.848,9,-5.05,1,0.0645,0.00043,8.49e-06,0.0665,0.698,175.998
0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482
0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718
0.564,0.613,11,-5.055,1,0.0318,0.111,3.22e-06,0.0825,0.48,84.951
0.623,0.607,1,-5.937,0,0.0435,0.426,0.0,0.105,0.263,84.982
0.746,0.561,0,-4.869,1,0.0526,0.0758,0.0,0.132,0.463,77.535
0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937
0.674,0.726,11,-3.813,0,0.141,0.125,1.56e-06,0.115,0.443,160.067
0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008
0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975
0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021
0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027
0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902
0.549,0.981,11,-3.558,0,0.059,0.0178,1.8e-06,0.438,0.873,82.331
0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086
0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938
0.56,0.551,0,-5.446,1,0.0563,0.445,0.0,0.163,0.263,119.777
0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998
0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511
0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003
0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936
0.823,0.783,0,-6.274,1,0.154,0.21,0.0,0.113,0.199,141.882
0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.933
0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
0.545,0.781,10,-3.616,1,0.185,0.0139,0.0,0.161,0.277,150.097
0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031
0.655,0.603,8,-5.014,1,0.0555,0.0959,0.0,0.107,0.452,126.088
0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982
0.447,0.788,2,-4.994,0,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04
0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008
0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941
0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972
0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911
0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162
