danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012
0.693,0.259,1,-7.918,1,0.0372,0.448,0.000135,0.0995,0.361,88.972
0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138
0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051
0.482,0.631,5,-6.917,1,0.0986,0.696,0.0242,0.209,0.0743,126.576
0.602,0.834,1,-6.573,0,0.0358,0.0297,0.887,0.34,0.353,125.99
0.712,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996
0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948
0.472,0.402,5,-7.618,0,0.0543,0.0814,0.0,0.121,0.428,99.932
0.532,0.66,7,-7.138,1,0.0825,0.105,0.000222,0.0996,0.676,130.013
0.623,0.871,0,-2.403,1,0.239,0.0465,0.0,0.111,0.653,150.079
0.528,0.727,6,-5.739,1,0.179,0.0557,0.0,0.176,0.212,155.927
0.565,0.569,6,-6.084,0,0.379,0.0352,8.81e-06,0.106,0.303,92.466
0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979
0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022
0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977
0.951,0.72,6,-4.467,1,0.302,0.0406,0.0,0.0998,0.687,134.033
0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988
0.597,0.477,1,-9.638,0,0.642,0.137,0.0,0.113,0.512,80.382
0.442,0.619,1,-5.28,1,0.0321,0.0841,0.0,0.0889,0.382,128.318
0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111
0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994
0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946
0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032
0.701,0.546,6,-5.918,0,0.133,0.435,0.0,0.188,0.118,151.9
0.768,0.526,0,-7.182,1,0.209,0.237,0.0,0.139,0.473,139.999
0.931,0.574,4,-5.695,0,0.381,0.283,0.0,0.274,0.449,129.967
0.931,0.667,6,-7.043,0,0.318,0.0144,0.0,0.15,0.667,142.039
0.611,0.651,1,-6.973,1,0.0589,0.144,1.7e-05,0.105,0.351,122.983
0.715,0.635,7,-6.591,1,0.0791,0.127,0.0,0.0862,0.39,112.887
0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
0.673,0.596,10,-7.891,1,0.0354,0.166,0.0,0.11,0.19,123.969
0.629,0.539,7,-7.006,0,0.063,0.166,0.0,0.189,0.316,109.885
0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927
0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984
0.752,0.775,9,-7.289,1,0.0546,0.0324,0.0,0.351,0.595,122.014
0.741,0.798,8,-3.513,1,0.0944,0.0196,0.0,0.124,0.739,125.986
0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338
0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21e-06,0.176,0.589,140.08
0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881
0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789
0.508,0.677,1,-5.696,1,0.0656,0.328,0.0,0.0491,0.575,121.928
0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008
0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978
0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011
0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962
0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.144,0.86,105.009
0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881
0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114
0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035
0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963
0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541
0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0
0.699,0.747,5,-3.453,1,0.0964,0.274,0.0,0.486,0.683,126.001
0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961
0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998
0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084
0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961
0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99
0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993
0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944
0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934
0.706,0.975,7,-0.671,1,0.3,0.00646,0.807,0.153,0.393,128.031
0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329
0.694,0.813,1,-4.129,1,0.335,0.00649,0.000467,0.249,0.741,127.832
0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631
0.421,0.571,2,-11.986,1,0.076,0.677,1.05e-05,0.23,0.228,75.537
0.548,0.68,9,-8.675,0,0.0474,0.0148,0.000949,0.0877,0.851,148.494
0.589,0.684,1,-4.51,0,0.394,0.143,0.0,0.214,0.261,112.592
0.562,0.878,8,-4.806,1,0.0387,0.0539,0.0,0.112,0.558,103.029
0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744
0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993
0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965
0.521,0.754,5,-4.144,1,0.0634,0.0373,0.0,0.239,0.352,125.876
0.67,0.476,9,-6.253,0,0.0406,0.328,0.0,0.104,0.235,96.975
0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055
0.361,0.831,7,-1.944,1,0.198,0.147,0.0,0.244,0.24,168.617
0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568
0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909
0.46,0.788,8,-8.49,1,0.0403,0.151,0.000425,0.339,0.495,157.887
0.346,0.35,2,-4.988,1,0.0328,0.876,1.98e-06,0.0708,0.315,126.444
0.592,0.926,7,-3.469,1,0.126,0.0775,0.0,0.187,0.432,99.018
0.676,0.771,7,-5.981,1,0.0283,0.109,0.0,0.247,0.708,115.073
0.732,0.705,9,-9.271,1,0.0349,0.626,0.00068,0.0813,0.848,117.925
0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822
0.589,0.669,0,-4.835,1,0.0253,0.0505,0.0,0.131,0.421,92.06
0.59,0.749,8,-6.246,1,0.0345,0.333,2.55e-05,0.0986,0.486,117.982
0.569,0.5,2,-10.141,1,0.0389,0.739,1.25e-06,0.94,0.435,111.355
0.395,0.538,2,-10.3,1,0.0456,0.0904,0.000453,0.0685,0.369,150.785
0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433
0.626,0.816,9,-10.593,1,0.131,0.237,1.8e-06,0.104,0.798,105.307
0.791,0.677,5,-9.724,1,0.0356,0.776,0.00121,0.224,0.876,110.64
0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752
0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166
0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535
0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078
0.625,0.811,0,-5.183,1,0.0659,0.0173,0.0,0.16,0.532,144.994
0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97
0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929
0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061
0.716,0.563,3,-5.486,1,0.0426,0.326,0.0,0.119,0.494,86.005
0.445,0.33,9,-8.121,1,0.0429,0.574,0.0,0.102,0.187,128.025
0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93
0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,0.532,138.034
0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003
0.288,0.638,4,-6.935,0,0.0779,0.133,8.16e-05,0.14,0.147,66.424
0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972
0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968
0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966
0.567,0.545,1,-6.668,0,0.0448,0.168,0.0,0.112,0.234,174.146
0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148
0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026
0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071
0.717,0.614,1,-7.975,0,0.299,0.166,0.0,0.0473,0.807,174.072
0.645,0.738,1,-4.92,1,0.0589,0.00334,0.000105,0.12,0.255,119.859
0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978
0.629,0.676,11,-5.413,0,0.156,0.112,0.0,0.396,0.441,171.801
0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983
0.773,0.813,4,-4.609,0,0.0797,0.0331,3.77e-05,0.192,0.707,127.93
0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96
0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05
0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733
0.698,0.868,8,-4.748,1,0.0582,0.0104,0.0,0.343,0.378,130.031
0.389,0.768,1,-4.765,1,0.256,0.038,0.0,0.119,0.334,90.146
0.62,0.786,9,-5.22,0,0.167,0.143,0.0,0.46,0.679,164.057
0.44,0.968,1,-3.068,0,0.301,0.00534,0.0,0.757,0.503,179.827
0.769,0.829,0,-5.228,1,0.0661,0.00948,6.65e-05,0.301,0.648,159.943
0.754,0.778,10,-2.745,0,0.134,0.365,6.96e-05,0.152,0.95,74.999
0.552,0.861,4,-4.114,0,0.243,0.125,0.0,0.388,0.56,86.639
0.691,0.474,10,-8.742,0,0.0583,0.569,0.000626,0.099,0.381,143.783
0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935
0.485,0.567,1,-6.456,1,0.0388,0.316,0.0,0.0949,0.157,93.676
0.395,0.922,1,-2.176,1,0.375,0.19,0.0,0.134,0.558,162.361
0.773,0.742,5,-5.453,0,0.162,0.00198,0.0,0.558,0.35,148.949
0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953
0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7
0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944
0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831
0.657,0.597,11,-9.919,0,0.168,0.12,0.0,0.477,0.486,89.606
0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04
0.671,0.646,7,-7.513,0,0.195,0.272,0.0,0.405,0.355,142.0
0.587,0.431,7,-7.522,0,0.0638,0.788,0.0,0.104,0.367,82.427
0.743,0.604,8,-8.688,0,0.0674,0.415,0.0,0.27,0.602,100.895
0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985
0.824,0.783,1,-4.53,0,0.0507,0.22,0.0,0.234,0.788,114.028
0.666,0.628,8,-5.613,1,0.0623,0.144,0.0,0.189,0.767,82.992
0.843,0.694,6,-3.307,1,0.0446,0.0333,0.0,0.0786,0.577,108.897
0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309
0.59,0.828,0,-6.28,1,0.0439,0.277,5.57e-06,0.0868,0.636,111.353
0.783,0.794,11,-2.231,0,0.12,0.105,0.0,0.304,0.805,104.963
0.553,0.663,1,-8.223,1,0.0411,0.369,0.000711,0.27,0.545,107.891
0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581
0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294
0.804,0.528,1,-3.231,1,0.378,0.125,0.0,0.41,0.321,138.005
0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044
0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031
0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043
0.653,0.603,5,-5.697,0,0.171,0.175,0.0,0.18,0.551,151.016
0.65,0.738,4,-6.46,0,0.158,0.0539,0.0,0.206,0.336,119.827
0.494,0.945,0,-3.608,1,0.299,0.0131,2.45e-05,0.135,0.398,178.986
0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912
0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041
0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503
0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039
0.583,0.66,11,-5.078,1,0.0377,0.181,0.0,0.0979,0.861,151.956
0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048
0.676,0.82,7,-5.217,1,0.0554,0.0493,0.0,0.615,0.618,152.028
0.778,0.662,8,-6.081,0,0.308,0.187,0.0,0.116,0.571,149.935
0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406
0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444
0.808,0.771,4,-5.719,0,0.0645,0.0413,1.29e-06,0.18,0.471,161.94
0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079
0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206
0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098
0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749
0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181
0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997
0.664,0.586,7,-7.813,0,0.238,0.212,0.0,0.216,0.589,88.502
0.657,0.641,1,-5.152,1,0.295,0.292,0.0,0.0883,0.256,148.261
0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953
0.498,0.764,2,-8.096,1,0.0382,0.0118,0.0104,0.156,0.0557,115.975
0.433,0.905,11,-2.171,1,0.101,0.00803,0.0,0.337,0.375,148.149
0.744,0.589,5,-1.218,0,0.0359,0.36,0.0,0.119,0.242,127.051
0.331,0.833,7,-6.204,1,0.0408,0.0115,0.0,0.209,0.527,72.369
0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044
0.642,0.766,2,-6.82,0,0.0401,0.0407,0.000103,0.0593,0.593,134.185
0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174
0.437,0.965,4,-4.448,1,0.136,0.326,0.00028,0.144,0.766,172.428
0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626
0.435,0.423,11,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137
0.743,0.47,0,-13.154,1,0.029,0.0936,3.15e-05,0.186,0.89,116.122
0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966
0.585,0.757,4,-4.752,0,0.0599,0.101,0.0,0.273,0.208,78.018
0.606,0.9,0,-4.504,1,0.119,0.0101,0.0,0.075,0.233,133.963
0.547,0.789,8,-5.619,1,0.042,0.00871,0.0,0.1,0.345,129.916
0.674,0.932,8,-4.876,1,0.0718,0.0363,0.0,0.0576,0.826,144.039
0.512,0.452,2,-8.991,1,0.0292,0.775,0.0818,0.065,0.235,124.103
0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902
0.743,0.877,5,-4.879,1,0.0832,0.0106,2.24e-06,0.147,0.792,120.025
0.732,0.594,11,-5.911,0,0.0693,0.00805,0.0301,0.0802,0.676,107.996
0.581,0.934,8,-5.511,1,0.0547,0.000169,0.00297,0.0901,0.391,120.024
0.391,0.8,2,-2.761,1,0.0523,0.00977,3.08e-06,0.329,0.398,83.81
0.413,0.886,8,-4.166,1,0.09,0.00086,0.000216,0.274,0.319,160.177
0.705,0.918,6,-2.77,0,0.0684,0.04,9.3e-05,0.0803,0.546,92.511
0.66,0.652,8,-4.747,1,0.0582,0.00259,0.0,0.0673,0.167,127.977
0.631,0.684,5,-6.27,0,0.0405,0.0576,0.0,0.0938,0.528,129.974
0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701
0.765,0.872,10,-4.241,0,0.0775,0.143,0.0,0.495,0.578,112.607
0.569,0.594,1,-5.017,1,0.0621,0.0157,0.0,0.0814,0.0615,130.377
0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944
0.446,0.764,2,-6.479,1,0.181,0.057,0.0,0.141,0.576,152.604
0.23,0.886,11,-3.354,0,0.158,0.0105,0.0,0.117,0.236,170.27
0.607,0.835,0,-5.427,1,0.0415,0.0588,4.71e-05,0.195,0.719,144.087
0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609
0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046
0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063
0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439
0.738,0.983,5,-4.374,0,0.0852,0.0376,5.98e-06,0.183,0.957,92.998
0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05
0.791,0.654,0,-7.109,1,0.0416,0.126,0.0,0.0839,0.5,97.989
0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942
0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344
0.519,0.799,10,-4.207,1,0.0371,0.00878,0.0,0.107,0.226,107.489
0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176
0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067
0.746,0.559,5,-4.008,1,0.0316,0.703,0.0,0.148,0.368,117.943
0.771,0.526,1,-6.844,1,0.0718,0.0804,0.0,0.663,0.182,104.036
0.569,0.865,4,-3.844,0,0.266,0.0673,0.0,0.312,0.361,82.011
0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08
0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592
0.64,0.683,2,-4.309,1,0.0434,0.169,0.0,0.109,0.4,146.058
0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993
0.733,0.633,1,-6.055,0,0.0919,0.0687,0.0,0.149,0.32,97.078
0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977
0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987
0.525,0.797,2,-6.939,0,0.122,0.0582,0.748,0.179,0.0855,125.878
0.643,0.859,6,-4.652,0,0.0496,0.0708,0.238,0.351,0.74,126.04
0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472
0.666,0.726,11,-2.998,1,0.0262,0.486,0.0,0.0892,0.468,128.044
0.798,0.733,7,-4.811,0,0.0476,0.265,1.25e-06,0.114,0.861,146.046
0.663,0.168,0,-13.725,1,0.0448,0.928,5.68e-05,0.361,0.678,85.005
0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854
0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433
0.678,0.794,10,-6.186,0,0.14,0.274,1.68e-06,0.124,0.54,87.374
0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779
0.901,0.49,5,-9.099,0,0.129,0.0155,0.0,0.109,0.397,135.015
0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363
0.762,0.426,8,-6.865,1,0.113,0.0442,0.0,0.0858,0.582,167.827
0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005
0.747,0.487,7,-7.064,1,0.125,0.0662,0.0,0.36,0.248,92.978
0.606,0.533,4,-4.833,0,0.077,0.00556,0.0,0.292,0.156,89.079
0.788,0.656,8,-6.974,0,0.047,0.0375,0.0,0.127,0.549,138.981
0.6,0.723,6,-4.928,0,0.158,0.109,0.0,0.167,0.463,149.881
0.599,0.587,5,-5.919,1,0.0423,0.274,0.0,0.167,0.373,87.998
0.523,0.783,9,-5.084,1,0.0545,0.0144,1.71e-05,0.219,0.581,76.588
0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563
0.65,0.763,10,-5.824,1,0.0271,0.0056,0.00126,0.633,0.321,127.994
0.741,0.61,6,-7.34,0,0.0511,0.316,0.0,0.534,0.72,125.99
0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985
0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947
0.61,0.622,0,-5.881,1,0.0528,0.17,0.0,0.115,0.245,72.54
0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964
0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034
0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464
0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005
0.647,0.879,7,-0.93,1,0.0831,0.0837,1.98e-06,0.538,0.427,126.042
0.682,0.934,4,-2.527,0,0.152,0.107,0.0,0.749,0.483,109.027
0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992
0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114
0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483
0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184
0.795,0.642,9,-4.431,1,0.0288,0.0509,0.0,0.17,0.669,97.999
0.626,0.819,1,-7.232,0,0.102,0.132,0.0,0.158,0.633,80.963
0.55,0.796,7,-7.262,1,0.0378,0.00107,1.18e-05,0.123,0.51,89.876
0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875
0.613,0.808,10,-2.851,1,0.0346,0.0426,0.0159,0.102,0.38,124.037
0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028
0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799
0.697,0.674,1,-6.326,1,0.0533,0.00215,0.0,0.138,0.198,81.535
0.298,0.295,2,-8.789,1,0.0318,0.869,0.0,0.111,0.199,171.361
0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002
0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994
0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119
0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745
0.254,0.657,10,-4.995,1,0.0385,0.19,0.0,0.0952,0.352,151.045
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955
0.749,0.674,10,-5.128,0,0.0366,0.0209,0.0,0.169,0.711,123.055
0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1
0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984
0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04
0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96
0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008
0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002
0.556,0.885,6,-4.045,1,0.0321,0.00786,1.95e-06,0.138,0.771,125.997
0.748,0.551,11,-6.12,1,0.0349,0.235,0.0,0.119,0.66,103.953
0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995
0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971
0.655,0.818,2,-3.626,1,0.033,0.0842,0.0,0.106,0.474,115.971
0.66,0.845,11,-4.57,1,0.301,0.154,0.0,0.294,0.706,89.769
0.527,0.79,2,-6.268,1,0.0788,0.016,0.0,0.37,0.236,153.034
0.767,0.737,7,-4.169,0,0.135,0.0442,2.34e-05,0.158,0.41,125.989
0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949
0.695,0.541,2,-8.35,1,0.046,0.00707,0.0,0.104,0.409,140.018
0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546
0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04
0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002
0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026
0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38
0.48,0.969,9,-7.464,1,0.0854,0.069,0.00022,0.0608,0.494,142.489
0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007
0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,120.082
0.746,0.717,9,-4.841,0,0.179,0.199,0.0,0.132,0.523,150.964
0.574,0.695,11,-6.052,1,0.04,0.0518,0.0,0.319,0.557,150.123
0.697,0.783,7,-4.356,0,0.0876,0.158,0.0,0.151,0.528,98.068
0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375
0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544
