danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,audio_features,2EEeOnHehOozLq4aS0n6SL,spotify:track:2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/tracks/2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/audio-analysis/2EEeOnHehOozLq4aS0n6SL,253107,4
0.712,0.463,1,-9.33,0,0.143,0.152,0.0,0.642,0.593,80.029,audio_features,3x4I4nRuZp5NdtGvCPw6Ms,spotify:track:3x4I4nRuZp5NdtGvCPw6Ms,https://api.spotify.com/v1/tracks/3x4I4nRuZp5NdtGvCPw6Ms,https://api.spotify.com/v1/audio-analysis/3x4I4nRuZp5NdtGvCPw6Ms,180675,4
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4
0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,audio_features,77hjM9bMmgfTGJXv14UFmi,spotify:track:77hjM9bMmgfTGJXv14UFmi,https://api.spotify.com/v1/tracks/77hjM9bMmgfTGJXv14UFmi,https://api.spotify.com/v1/audio-analysis/77hjM9bMmgfTGJXv14UFmi,243253,4
0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,audio_features,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/audio-analysis/0KAiuUOrLTIkzkpfpn9jb9,195973,4
0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,audio_features,7tr2za8SQg2CI8EDgrdtNl,spotify:track:7tr2za8SQg2CI8EDgrdtNl,https://api.spotify.com/v1/tracks/7tr2za8SQg2CI8EDgrdtNl,https://api.spotify.com/v1/audio-analysis/7tr2za8SQg2CI8EDgrdtNl,230813,4
0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023,audio_features,4Ro98RCK90oHqqSZUnTFq5,spotify:track:4Ro98RCK90oHqqSZUnTFq5,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,204502,4
0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,audio_features,2IHaGyfxNoFPLJnaEg4GTs,spotify:track:2IHaGyfxNoFPLJnaEg4GTs,https://api.spotify.com/v1/tracks/2IHaGyfxNoFPLJnaEg4GTs,https://api.spotify.com/v1/audio-analysis/2IHaGyfxNoFPLJnaEg4GTs,270373,4
0.526,0.728,7,-4.517,1,0.0292,0.0323,0.745,0.218,0.57,102.599,audio_features,2RG3KoPJ4OUk9wR3rNsojK,spotify:track:2RG3KoPJ4OUk9wR3rNsojK,https://api.spotify.com/v1/tracks/2RG3KoPJ4OUk9wR3rNsojK,https://api.spotify.com/v1/audio-analysis/2RG3KoPJ4OUk9wR3rNsojK,246547,4
0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,audio_features,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,223413,4
0.7,0.82,9,-3.103,1,0.367,0.0631,1.69e-06,0.133,0.725,130.028,audio_features,6lR6VBmCIm7gZwE4msLdb9,spotify:track:6lR6VBmCIm7gZwE4msLdb9,https://api.spotify.com/v1/tracks/6lR6VBmCIm7gZwE4msLdb9,https://api.spotify.com/v1/audio-analysis/6lR6VBmCIm7gZwE4msLdb9,189276,4
0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4
0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,audio_features,3xdjjKMcMOFgo1eQrfbogM,spotify:track:3xdjjKMcMOFgo1eQrfbogM,https://api.spotify.com/v1/tracks/3xdjjKMcMOFgo1eQrfbogM,https://api.spotify.com/v1/audio-analysis/3xdjjKMcMOFgo1eQrfbogM,298373,4
0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,audio_features,3QHPHLAkYV5cQBUYs6rowx,spotify:track:3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/tracks/3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/audio-analysis/3QHPHLAkYV5cQBUYs6rowx,207627,4
0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,2PpruBYCo4H7WOBJ7Q2EwM,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4
0.834,0.699,5,-3.222,1,0.178,0.111,0.0,0.131,0.809,94.086,audio_features,0xmjwnQ3FNE6HuWCt2nHdZ,spotify:track:0xmjwnQ3FNE6HuWCt2nHdZ,https://api.spotify.com/v1/tracks/0xmjwnQ3FNE6HuWCt2nHdZ,https://api.spotify.com/v1/audio-analysis/0xmjwnQ3FNE6HuWCt2nHdZ,272533,4
0.689,0.836,0,-6.058,1,0.0559,0.187,0.0,0.162,0.749,127.411,audio_features,1zneM1cLjM6w8BFmukl2Lr,spotify:track:1zneM1cLjM6w8BFmukl2Lr,https://api.spotify.com/v1/tracks/1zneM1cLjM6w8BFmukl2Lr,https://api.spotify.com/v1/audio-analysis/1zneM1cLjM6w8BFmukl2Lr,223067,4
0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,audio_features,6St9lR6dhV2tpCNVz7qfrS,spotify:track:6St9lR6dhV2tpCNVz7qfrS,https://api.spotify.com/v1/tracks/6St9lR6dhV2tpCNVz7qfrS,https://api.spotify.com/v1/audio-analysis/6St9lR6dhV2tpCNVz7qfrS,199027,4
0.571,0.87,8,-3.877,0,0.0644,0.0198,6.57e-06,0.0564,0.811,172.716,audio_features,2yiZyjMEByt9sJBZWnWaDR,spotify:track:2yiZyjMEByt9sJBZWnWaDR,https://api.spotify.com/v1/tracks/2yiZyjMEByt9sJBZWnWaDR,https://api.spotify.com/v1/audio-analysis/2yiZyjMEByt9sJBZWnWaDR,199640,4
0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,audio_features,7Lf7oSEVdzZqTA0kEDSlS5,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/tracks/7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/audio-analysis/7Lf7oSEVdzZqTA0kEDSlS5,288333,4
0.648,0.671,2,-8.49,1,0.104,0.0348,0.0,0.376,0.533,122.891,audio_features,0ijhkvBpA7OBlY4clWSUZw,spotify:track:0ijhkvBpA7OBlY4clWSUZw,https://api.spotify.com/v1/tracks/0ijhkvBpA7OBlY4clWSUZw,https://api.spotify.com/v1/audio-analysis/0ijhkvBpA7OBlY4clWSUZw,235467,4
0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,audio_features,3cfOd4CMv2snFaKAnMdnvK,spotify:track:3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,200373,4
0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,audio_features,6ORqU0bHbVCRjXm9AjyHyZ,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/tracks/6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/audio-analysis/6ORqU0bHbVCRjXm9AjyHyZ,153467,4
0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,audio_features,7tqhbajSfrz2F7E1Z75ASX,spotify:track:7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,151667,4
0.864,0.474,0,-8.41,0,0.0367,0.0259,0.0487,0.0906,0.602,111.952,audio_features,6FlAGda9qkDhTU7ctFM4uG,spotify:track:6FlAGda9qkDhTU7ctFM4uG,https://api.spotify.com/v1/tracks/6FlAGda9qkDhTU7ctFM4uG,https://api.spotify.com/v1/audio-analysis/6FlAGda9qkDhTU7ctFM4uG,180787,4
0.423,0.862,0,-5.13,0,0.0695,0.00806,0.0,0.133,0.462,154.756,audio_features,4vl2zwXsTmAxgu9iY0g6UK,spotify:track:4vl2zwXsTmAxgu9iY0g6UK,https://api.spotify.com/v1/tracks/4vl2zwXsTmAxgu9iY0g6UK,https://api.spotify.com/v1/audio-analysis/4vl2zwXsTmAxgu9iY0g6UK,217760,4
0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051,audio_features,6j7hih15xG2cdYwIJnQXsq,spotify:track:6j7hih15xG2cdYwIJnQXsq,https://api.spotify.com/v1/tracks/6j7hih15xG2cdYwIJnQXsq,https://api.spotify.com/v1/audio-analysis/6j7hih15xG2cdYwIJnQXsq,218520,4
0.618,0.61,4,-6.413,1,0.0517,0.0129,0.0,0.0821,0.595,125.887,audio_features,1V2K6ftpUhL9sLEoceuzoY,spotify:track:1V2K6ftpUhL9sLEoceuzoY,https://api.spotify.com/v1/tracks/1V2K6ftpUhL9sLEoceuzoY,https://api.spotify.com/v1/audio-analysis/1V2K6ftpUhL9sLEoceuzoY,218707,4
0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,audio_features,1ve0SgTZkv3wdggJLqtBYU,spotify:track:1ve0SgTZkv3wdggJLqtBYU,https://api.spotify.com/v1/tracks/1ve0SgTZkv3wdggJLqtBYU,https://api.spotify.com/v1/audio-analysis/1ve0SgTZkv3wdggJLqtBYU,262147,4
0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,audio_features,2EZ2KXLqs9zdRVVMMz1IsH,spotify:track:2EZ2KXLqs9zdRVVMMz1IsH,https://api.spotify.com/v1/tracks/2EZ2KXLqs9zdRVVMMz1IsH,https://api.spotify.com/v1/audio-analysis/2EZ2KXLqs9zdRVVMMz1IsH,199480,4
0.6,0.877,5,-4.351,1,0.165,0.00213,0.0,0.413,0.55,133.998,audio_features,2CJlJKDRC3QXz070NHwaQQ,spotify:track:2CJlJKDRC3QXz070NHwaQQ,https://api.spotify.com/v1/tracks/2CJlJKDRC3QXz070NHwaQQ,https://api.spotify.com/v1/audio-analysis/2CJlJKDRC3QXz070NHwaQQ,203973,4
0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,audio_features,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/tracks/7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/audio-analysis/7H6ev70Weq6DdpZyyTmUXk,271333,4
0.627,0.589,0,-9.056,1,0.0405,0.497,7.05e-05,0.324,0.247,115.284,audio_features,4kTLpAbhuEGHAAdDjOIWaa,spotify:track:4kTLpAbhuEGHAAdDjOIWaa,https://api.spotify.com/v1/tracks/4kTLpAbhuEGHAAdDjOIWaa,https://api.spotify.com/v1/audio-analysis/4kTLpAbhuEGHAAdDjOIWaa,295293,4
0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278,audio_features,6U4VqEHy4n5VeiH4pQPL24,spotify:track:6U4VqEHy4n5VeiH4pQPL24,https://api.spotify.com/v1/tracks/6U4VqEHy4n5VeiH4pQPL24,https://api.spotify.com/v1/audio-analysis/6U4VqEHy4n5VeiH4pQPL24,163893,4
0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,audio_features,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,170827,4
0.54,0.675,10,-6.449,0,0.0429,0.1,0.0,0.237,0.348,99.97,audio_features,7kftK4n15rl1wbpfjSq2Tk,spotify:track:7kftK4n15rl1wbpfjSq2Tk,https://api.spotify.com/v1/tracks/7kftK4n15rl1wbpfjSq2Tk,https://api.spotify.com/v1/audio-analysis/7kftK4n15rl1wbpfjSq2Tk,169773,4
0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,audio_features,5tz69p7tJuGPeMGwNTxYuV,spotify:track:5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,250173,4
0.885,0.94,1,-5.908,1,0.0913,0.161,0.0,0.0675,0.773,110.005,audio_features,7cGFbx7MP0H23iHZTZpqMM,spotify:track:7cGFbx7MP0H23iHZTZpqMM,https://api.spotify.com/v1/tracks/7cGFbx7MP0H23iHZTZpqMM,https://api.spotify.com/v1/audio-analysis/7cGFbx7MP0H23iHZTZpqMM,162347,4
0.611,0.867,1,-5.298,1,0.0896,0.11,0.000105,0.346,0.336,140.032,audio_features,7BKUWh5sdtdS17crohRe4L,spotify:track:7BKUWh5sdtdS17crohRe4L,https://api.spotify.com/v1/tracks/7BKUWh5sdtdS17crohRe4L,https://api.spotify.com/v1/audio-analysis/7BKUWh5sdtdS17crohRe4L,331267,4
0.856,0.757,1,-5.782,0,0.145,0.029,0.0,0.105,0.191,124.069,audio_features,6OQea06z3cbOqYgG2O6eOZ,spotify:track:6OQea06z3cbOqYgG2O6eOZ,https://api.spotify.com/v1/tracks/6OQea06z3cbOqYgG2O6eOZ,https://api.spotify.com/v1/audio-analysis/6OQea06z3cbOqYgG2O6eOZ,206613,4
0.837,0.84,7,-4.293,1,0.239,0.0621,0.0,0.329,0.691,135.009,audio_features,6HN5XPJEV31RQJGoyqZ81K,spotify:track:6HN5XPJEV31RQJGoyqZ81K,https://api.spotify.com/v1/tracks/6HN5XPJEV31RQJGoyqZ81K,https://api.spotify.com/v1/audio-analysis/6HN5XPJEV31RQJGoyqZ81K,400013,4
0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,audio_features,1RMRkCn07y2xtBip9DzwmC,spotify:track:1RMRkCn07y2xtBip9DzwmC,https://api.spotify.com/v1/tracks/1RMRkCn07y2xtBip9DzwmC,https://api.spotify.com/v1/audio-analysis/1RMRkCn07y2xtBip9DzwmC,227973,4
0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,audio_features,18VfHIPaCo0s6FTi1Fnp6T,spotify:track:18VfHIPaCo0s6FTi1Fnp6T,https://api.spotify.com/v1/tracks/18VfHIPaCo0s6FTi1Fnp6T,https://api.spotify.com/v1/audio-analysis/18VfHIPaCo0s6FTi1Fnp6T,222307,4
0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,audio_features,7aXuop4Qambx5Oi3ynsKQr,spotify:track:7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,251989,4
0.663,0.861,7,-3.398,0,0.109,0.0336,0.0,0.082,0.654,119.964,audio_features,28AUzRo0nQLESL55WDV0um,spotify:track:28AUzRo0nQLESL55WDV0um,https://api.spotify.com/v1/tracks/28AUzRo0nQLESL55WDV0um,https://api.spotify.com/v1/audio-analysis/28AUzRo0nQLESL55WDV0um,220800,4
0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,audio_features,3tGhRLgcCP6SIZU3tbGl7l,spotify:track:3tGhRLgcCP6SIZU3tbGl7l,https://api.spotify.com/v1/tracks/3tGhRLgcCP6SIZU3tbGl7l,https://api.spotify.com/v1/audio-analysis/3tGhRLgcCP6SIZU3tbGl7l,149240,4
0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,audio_features,5ZBeML7Lf3FMEVviTyvi8l,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,https://api.spotify.com/v1/tracks/5ZBeML7Lf3FMEVviTyvi8l,https://api.spotify.com/v1/audio-analysis/5ZBeML7Lf3FMEVviTyvi8l,155227,4
0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,audio_features,5jgFfDIR6FR0gvlA56Nakr,spotify:track:5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/tracks/5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/audio-analysis/5jgFfDIR6FR0gvlA56Nakr,138387,4
0.665,0.782,6,-8.438,0,0.0307,0.12,4.19e-06,0.125,0.731,137.453,audio_features,29b2b96jozyD9GPCkOrVLs,spotify:track:29b2b96jozyD9GPCkOrVLs,https://api.spotify.com/v1/tracks/29b2b96jozyD9GPCkOrVLs,https://api.spotify.com/v1/audio-analysis/29b2b96jozyD9GPCkOrVLs,169000,4
0.401,0.189,0,-11.189,1,0.0287,0.871,0.0,0.0968,0.357,94.509,audio_features,4E5rL7YL0hVUPqeMSpjEF2,spotify:track:4E5rL7YL0hVUPqeMSpjEF2,https://api.spotify.com/v1/tracks/4E5rL7YL0hVUPqeMSpjEF2,https://api.spotify.com/v1/audio-analysis/4E5rL7YL0hVUPqeMSpjEF2,125320,4
0.378,0.677,2,-8.63,1,0.0298,0.0635,0.0,0.183,0.648,106.071,audio_features,1hTUFqJuQAMjXVGwUPWDqi,spotify:track:1hTUFqJuQAMjXVGwUPWDqi,https://api.spotify.com/v1/tracks/1hTUFqJuQAMjXVGwUPWDqi,https://api.spotify.com/v1/audio-analysis/1hTUFqJuQAMjXVGwUPWDqi,135693,4
0.605,0.314,0,-7.631,1,0.0327,0.916,0.0,0.359,0.836,138.148,audio_features,0Wv8IXRUDZOfmFJHC1VOFI,spotify:track:0Wv8IXRUDZOfmFJHC1VOFI,https://api.spotify.com/v1/tracks/0Wv8IXRUDZOfmFJHC1VOFI,https://api.spotify.com/v1/audio-analysis/0Wv8IXRUDZOfmFJHC1VOFI,125867,4
0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696,audio_features,0Ui8KPWZbJJQ2Y0CIQuVqX,spotify:track:0Ui8KPWZbJJQ2Y0CIQuVqX,https://api.spotify.com/v1/tracks/0Ui8KPWZbJJQ2Y0CIQuVqX,https://api.spotify.com/v1/audio-analysis/0Ui8KPWZbJJQ2Y0CIQuVqX,138200,4
0.679,0.592,9,-5.963,1,0.0402,0.0964,0.0138,0.16,0.55,113.265,audio_features,7afyyi8zn4FzWbcJ70F56V,spotify:track:7afyyi8zn4FzWbcJ70F56V,https://api.spotify.com/v1/tracks/7afyyi8zn4FzWbcJ70F56V,https://api.spotify.com/v1/audio-analysis/7afyyi8zn4FzWbcJ70F56V,180520,4
0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,audio_features,2mxByJWOajjiVsLWjNXvDJ,spotify:track:2mxByJWOajjiVsLWjNXvDJ,https://api.spotify.com/v1/tracks/2mxByJWOajjiVsLWjNXvDJ,https://api.spotify.com/v1/audio-analysis/2mxByJWOajjiVsLWjNXvDJ,207240,3
0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,audio_features,0pNeVovbiZHkulpGeOx1Gj,spotify:track:0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj,182293,4
0.703,0.215,2,-23.03,1,0.0892,0.728,1.23e-06,0.13,0.522,100.874,audio_features,6UCFZ9ZOFRxK8oak7MdPZu,spotify:track:6UCFZ9ZOFRxK8oak7MdPZu,https://api.spotify.com/v1/tracks/6UCFZ9ZOFRxK8oak7MdPZu,https://api.spotify.com/v1/audio-analysis/6UCFZ9ZOFRxK8oak7MdPZu,25987,3
0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,audio_features,3KfbEIOC7YIv90FIfNSZpo,spotify:track:3KfbEIOC7YIv90FIfNSZpo,https://api.spotify.com/v1/tracks/3KfbEIOC7YIv90FIfNSZpo,https://api.spotify.com/v1/audio-analysis/3KfbEIOC7YIv90FIfNSZpo,146333,4
0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4
0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,audio_features,4pbG9SUmWIvsROVLF0zF9s,spotify:track:4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/tracks/4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/audio-analysis/4pbG9SUmWIvsROVLF0zF9s,145747,4
0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931,audio_features,0yvPEnB032fojLfVluFjUv,spotify:track:0yvPEnB032fojLfVluFjUv,https://api.spotify.com/v1/tracks/0yvPEnB032fojLfVluFjUv,https://api.spotify.com/v1/audio-analysis/0yvPEnB032fojLfVluFjUv,203760,4
0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.021,audio_features,1DoK3CdipMjplLk5LXUdcp,spotify:track:1DoK3CdipMjplLk5LXUdcp,https://api.spotify.com/v1/tracks/1DoK3CdipMjplLk5LXUdcp,https://api.spotify.com/v1/audio-analysis/1DoK3CdipMjplLk5LXUdcp,209733,4
0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,audio_features,7zVCrzzEJU7u24sbJPXA5W,spotify:track:7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,188253,4
0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,audio_features,1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,187147,4
0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969,audio_features,7FESgYLcOufHqKlwrvJN60,spotify:track:7FESgYLcOufHqKlwrvJN60,https://api.spotify.com/v1/tracks/7FESgYLcOufHqKlwrvJN60,https://api.spotify.com/v1/audio-analysis/7FESgYLcOufHqKlwrvJN60,163251,4
0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4
0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,audio_features,2cYqizR4lgvp4Qu6IQ3qGN,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,190557,4
0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,7JJmb5XwzOO8jgpou264Ml,spotify:track:7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,199440,4
0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,1mXVgsBdtIVeCLJnSnmtdV,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,201000,4
0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,audio_features,1cS0TgbR263ey9jn0MwD2s,spotify:track:1cS0TgbR263ey9jn0MwD2s,https://api.spotify.com/v1/tracks/1cS0TgbR263ey9jn0MwD2s,https://api.spotify.com/v1/audio-analysis/1cS0TgbR263ey9jn0MwD2s,221013,4
0.612,0.841,10,-4.332,0,0.219,0.0157,0.0,0.23,0.644,169.915,audio_features,6XxpvCj3eLWs3lYowSgC4G,spotify:track:6XxpvCj3eLWs3lYowSgC4G,https://api.spotify.com/v1/tracks/6XxpvCj3eLWs3lYowSgC4G,https://api.spotify.com/v1/audio-analysis/6XxpvCj3eLWs3lYowSgC4G,238726,4
0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,audio_features,52okn5MNA47tk87PeZJLEL,spotify:track:52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,212120,4
0.54,0.599,6,-5.465,1,0.0452,0.0257,0.0,0.147,0.243,82.029,audio_features,21RCuMVSlblTmyYm2DnPCR,spotify:track:21RCuMVSlblTmyYm2DnPCR,https://api.spotify.com/v1/tracks/21RCuMVSlblTmyYm2DnPCR,https://api.spotify.com/v1/audio-analysis/21RCuMVSlblTmyYm2DnPCR,236987,4
